QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerText,MisconceptionName
571,210,"Round integers to the nearest other integer value (e.g. 20, 50 etc)",213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( 646 \) rounded to the nearest \( 20 \) ?,\( 600 \),Does not understand you can round to numbers other than powers of 10
572,210,"Round integers to the nearest other integer value (e.g. 20, 50 etc)",213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 700 \),Rounds to the wrong degree of accuracy (rounds too much)
572,210,"Round integers to the nearest other integer value (e.g. 20, 50 etc)",213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 620 \),Rounds to the wrong degree of accuracy (rounds too little)
572,210,"Round integers to the nearest other integer value (e.g. 20, 50 etc)",213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 650 \),Rounds up instead of down
573,963,Identify perpendicular lines written in any other form,263,Perpendicular Lines,A,"Which of the following lines is perpendicular to
\(y=5 \text { ? }\)",\( y=-\frac{1}{5} \),"Thinks that in the equation y=a, a is the gradient"
574,2456,Identify the net of a non-prism,85,Nets,A,Which diagram is the net for a square based pyramid?,![Net showing a square and four rectangles](),Struggles to visualise nets of 3D shapes
574,2456,Identify the net of a non-prism,85,Nets,A,Which diagram is the net for a square based pyramid?,![Net showing two squares and four rectangles](),Struggles to visualise nets of 3D shapes
574,2456,Identify the net of a non-prism,85,Nets,A,Which diagram is the net for a square based pyramid?,![Net showing three squares and two triangles](),Struggles to visualise nets of 3D shapes
575,433,Subtract proper fractions with different denominators where one is a multiple of the other,230,Adding and Subtracting Fractions,D,"\(
\frac{3}{4}-\frac{1}{12}=\frac{2}{\bigstar}
\)

What should replace the star?",\( 12 \),Forgets to change the numerators when finding equivalent fractions
575,433,Subtract proper fractions with different denominators where one is a multiple of the other,230,Adding and Subtracting Fractions,D,"\(
\frac{3}{4}-\frac{1}{12}=\frac{2}{\bigstar}
\)

What should replace the star?",\( 48 \),Forgets to change the numerators when finding equivalent fractions
576,217,Round numbers to one decimal place,214,Rounding to Decimal Places,D,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 34590.8 \),Rounds down instead of up
576,217,Round numbers to one decimal place,214,Rounding to Decimal Places,D,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 30000 \),Rounds to the wrong degree of accuracy (rounds too much)
576,217,Round numbers to one decimal place,214,Rounding to Decimal Places,D,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 34591.9 \),Changes wrong place value column when rounding
577,328,Identify rational and irrational numbers,1082,Recurring Decimals to Fractions,D,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",\( \pi \),Does not know the definition of a rational number
577,328,Identify rational and irrational numbers,1082,Recurring Decimals to Fractions,D,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",\( \frac{1}{\pi} \),Does not know the definition of a rational number
577,328,Identify rational and irrational numbers,1082,Recurring Decimals to Fractions,D,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",Both,Does not know the definition of a rational number
578,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,D,"Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)",\( (p+2)(p+1) \),Believes the constant in an expanded quadratic comes from adding the two numbers in the brackets
578,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,D,"Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)",\( (p+3)(p+1) \),"Believes that when factorising a quadratic, they can choose any two numbers that multiply to give the constant"
578,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,D,"Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)",\( (p+3)(p-1) \),"Believes that when factorising a quadratic, they can choose any two numbers that add to give the coefficient of x"
579,968,Interpret the graphical solution to a pair of linear simultaneous equations from a diagram,264,Graphical Solution of Simultaneous Equations,C,"The cost of journeys from two taxi companies is shown on the diagram.

After how many miles is Company P more expensive than Company Q? ![A graph showing Cost (£) on the y axis and Distance (miles) on the x axis. Y axis from 0 to 30, each square goes up by 5,  and x axis from 0 to 6, each square goes up by 1. A blue line slopes upwards from left to right, from (0, 10). It is labelled 'Company Q'. A red line slopes upwards from left to right, from (0,0). It is labelled 'Company P'. Both lines go through (5, 20)]()",\( 20 \),"When reading value from graph, reads from the wrong axes."
580,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,C,"Tom and Katie are discussing ways to calculate \( 59 \times 4 \) mentally
Tom doubles \( 59 \) and then doubles the answer
Katie does \( 60 \times 4 \) and then subtracts \( 4 \) from the answer
Who would get the correct answer?","Only
Tom",Does not think that the compensation strategy for the multiplication of 2 numbers is valid.
580,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,C,"Tom and Katie are discussing ways to calculate \( 59 \times 4 \) mentally
Tom doubles \( 59 \) and then doubles the answer
Katie does \( 60 \times 4 \) and then subtracts \( 4 \) from the answer
Who would get the correct answer?",Only Katie,Thinks that doubling and then doubling again is not the same as multiplying by 4
581,471,Recognise cube numbers,173,Other Sequences,C,"\[
1,8,27,64, \ldots
\]

What is the name given to this sequence of numbers?",The square numbers,Does not know what a square number is
581,471,Recognise cube numbers,173,Other Sequences,C,"\[
1,8,27,64, \ldots
\]

What is the name given to this sequence of numbers?",The odd numbers,Mixes up odd and even numbers
581,471,Recognise cube numbers,173,Other Sequences,C,"\[
1,8,27,64, \ldots
\]

What is the name given to this sequence of numbers?",The triangular numbers,Thinks cube numbers are triangular numbers
582,1440,Complete the square for expressions that end up in the form a(x + b)² + c,256,Completing the Square,A,"When Aaron completes the square, what should replace the triangle?
\(
3 g^{2}-18 g-7 \equiv 3(g-3)^{2} \triangle
\)",\( \triangle=-16 \),"When multiplying out 2 or more brackets, does not multiply all the combinations of terms"
582,1440,Complete the square for expressions that end up in the form a(x + b)² + c,256,Completing the Square,A,"When Aaron completes the square, what should replace the triangle?
\(
3 g^{2}-18 g-7 \equiv 3(g-3)^{2} \triangle
\)",\( \triangle=-25 \),Mixes up squaring and multiplying by 2 or doubling
582,1440,Complete the square for expressions that end up in the form a(x + b)² + c,256,Completing the Square,A,"When Aaron completes the square, what should replace the triangle?
\(
3 g^{2}-18 g-7 \equiv 3(g-3)^{2} \triangle
\)",\( \triangle=-88 \),"When completing the square, believes a coefficient of x^2 does not affect the value of the constant inside the bracket"
583,2031,Convert between m and mm,195,Length Units,A,\( 4 m \) is the same as ___ \( mm \),\( 40000 \),Thinks there are 10000mm in a metre
584,2609,Calculate missing lengths of shapes by counting squares,86,Perimeter,B,"John is labelling the lengths of the sides of this shape. ![A hexagon with one side, length 3 squares, labelled 6cm. The side labelled with the gold star is 1 square in length.]() What should replace the star?",\( 1 \mathrm{~cm} \),Does not account for scale on diagram
584,2609,Calculate missing lengths of shapes by counting squares,86,Perimeter,B,"John is labelling the lengths of the sides of this shape. ![A hexagon with one side, length 3 squares, labelled 6cm. The side labelled with the gold star is 1 square in length.]() What should replace the star?",\( 0.5 \mathrm{~cm} \),Incorrect use of scale on a diagram
585,1453,Solve linear simultaneous equations requiring a scaling of one expression,63,Simultaneous Equations,A,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=3 \\ y=-5\end{array} \),"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
585,1453,Solve linear simultaneous equations requiring a scaling of one expression,63,Simultaneous Equations,A,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=0.6 \\ y=4.6\end{array} \),"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
585,1453,Solve linear simultaneous equations requiring a scaling of one expression,63,Simultaneous Equations,A,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=10 \\ y=-33\end{array} \),"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
586,722,Write a surd in the form √a in a simplified form,248,Simplifying Surds,C,Simplify \( \sqrt{48} \) as much as possible,\( 16 \sqrt{3} \),"When simplifying surds, does not square root the largest square number that goes into the number under the surd before putting it in front of the surd"
586,722,Write a surd in the form √a in a simplified form,248,Simplifying Surds,C,Simplify \( \sqrt{48} \) as much as possible,\( 2 \sqrt{12} \),"When simplifying surds, does not use the largest square number to simplify"
587,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,D,"Problem P: \( 6 \div 3+5= \)
Problem Q: \( 6 \div 3 \times 5= \)

Which calculation should you do first in each problem?","Problem P: \( 3+5 \)
Problem Q: \( 3 \times 5 \)",Carries out operations from right to left regardless of priority order
